# full-loop .dat — generated by util/make_loop_dat.py
# topology=open, half-length=80.0 Mm, apex_T=2.00 MK, footpoint |B|=351.9 G (uniform)
# chromosphere: Model C7 (two-fluid); TR+corona: hydrostatic, fully ionized (single-fluid via F_SLAVE)
# Units: SI (m, T, K, m^-3, J/kg)

[META]
ns=378
g_si=274.0
B_outer_T=3.519000e-02
phi_g_offset_Jpkg=0.0
topology=open
loop_half_length_m=8.000000e+07

[CELLS]
# i  ds_m         B_imh_T      B_iph_T      phi_g_imh    phi_g_iph    ne_im3       nn_im3       T_K
134  1.100000e+04  3.519000e-02  3.519000e-02  4.038760e+08  4.068900e+08  2.095773e+14  2.095773e+11  2.000000e+06
135  1.100000e+04  3.519000e-02  3.519000e-02  4.068900e+08  4.099040e+08  2.095582e+14  2.095582e+11  2.000000e+06
136  1.100000e+04  3.519000e-02  3.519000e-02  4.099040e+08  4.129180e+08  2.095391e+14  2.095391e+11  2.000000e+06
137  1.166000e+04  3.519000e-02  3.519000e-02  4.129180e+08  4.161128e+08  2.095193e+14  2.095193e+11  2.000000e+06
138  1.235960e+04  3.519000e-02  3.519000e-02  4.161128e+08  4.194994e+08  2.094985e+14  2.094985e+11  2.000000e+06
139  1.310118e+04  3.519000e-02  3.519000e-02  4.194994e+08  4.230891e+08  2.094763e+14  2.094763e+11  2.000000e+06
140  1.388725e+04  3.519000e-02  3.519000e-02  4.230891e+08  4.268942e+08  2.094529e+14  2.094529e+11  2.000000e+06
141  1.472048e+04  3.519000e-02  3.519000e-02  4.268942e+08  4.309276e+08  2.094280e+14  2.094280e+11  2.000000e+06
142  1.560371e+04  3.519000e-02  3.519000e-02  4.309276e+08  4.352030e+08  2.094017e+14  2.094017e+11  2.000000e+06
143  1.653993e+04  3.519000e-02  3.519000e-02  4.352030e+08  4.397350e+08  2.093737e+14  2.093737e+11  2.000000e+06
144  1.753233e+04  3.519000e-02  3.519000e-02  4.397350e+08  4.445388e+08  2.093441e+14  2.093441e+11  2.000000e+06
145  1.858427e+04  3.519000e-02  3.519000e-02  4.445388e+08  4.496309e+08  2.093128e+14  2.093128e+11  2.000000e+06
146  1.969932e+04  3.519000e-02  3.519000e-02  4.496309e+08  4.550285e+08  2.092795e+14  2.092795e+11  2.000000e+06
147  2.088128e+04  3.519000e-02  3.519000e-02  4.550285e+08  4.607500e+08  2.092443e+14  2.092443e+11  2.000000e+06
148  2.213416e+04  3.519000e-02  3.519000e-02  4.607500e+08  4.668148e+08  2.092069e+14  2.092069e+11  2.000000e+06
149  2.346221e+04  3.519000e-02  3.519000e-02  4.668148e+08  4.732434e+08  2.091674e+14  2.091674e+11  2.000000e+06
150  2.486994e+04  3.519000e-02  3.519000e-02  4.732434e+08  4.800578e+08  2.091254e+14  2.091254e+11  2.000000e+06
151  2.636214e+04  3.519000e-02  3.519000e-02  4.800578e+08  4.872810e+08  2.090810e+14  2.090810e+11  2.000000e+06
152  2.794387e+04  3.519000e-02  3.519000e-02  4.872810e+08  4.949376e+08  2.090339e+14  2.090339e+11  2.000000e+06
153  2.962050e+04  3.519000e-02  3.519000e-02  4.949376e+08  5.030536e+08  2.089839e+14  2.089839e+11  2.000000e+06
154  3.139773e+04  3.519000e-02  3.519000e-02  5.030536e+08  5.116566e+08  2.089310e+14  2.089310e+11  2.000000e+06
155  3.328159e+04  3.519000e-02  3.519000e-02  5.116566e+08  5.207758e+08  2.088750e+14  2.088750e+11  2.000000e+06
156  3.527849e+04  3.519000e-02  3.519000e-02  5.207758e+08  5.304421e+08  2.088156e+14  2.088156e+11  2.000000e+06
